,box_coord,obj_contour
333,[[ 32 121  52 348]],"[[144.359375    88.671875    19.8109879    1.84727823  26.69707661
   12.92489919  28.19405242  62.02570565  91.66582661 169.20917339
  228.78881048 253.93800403 268.9077621  279.98538306 286.27268145
  295.85332661 295.85332661 287.4702621  271.30292339 268.00957661
  268.9077621  262.62046371 260.82409274 213.2202621  213.81905242
  184.77772177 183.58014113 165.91582661 166.51461694 144.05997984
  143.76058468 143.76058468]
 [ 78.7328629   79.63104839  58.97278226  48.79334677  48.79334677
    1.78830645   1.78830645  39.81149194  47.29637097  46.39818548
   43.70362903  43.70362903  45.5         50.8891129   55.08064516
   58.97278226  63.46370968  68.85282258  73.94254032  74.54133065
   84.12197581  84.42137097  74.54133065  76.33770161  83.52318548
   85.02016129  79.63104839  79.63104839  88.31350806  88.31350806
   79.03225806  79.03225806]]"
334,[[ 30 112  53 350]],"[[149.95060484  74.24899194   1.85181452  24.38205645   7.25907258
   23.18044355  65.83770161  99.4828629  181.79334677 223.84979839
  265.00504032 283.3296371  289.03729839 295.64616935 296.84778226
  296.54737903 288.73689516 265.30544355 264.7046371  254.79133065
  255.99294355 201.31955645 200.71875    162.2671371  162.2671371
  135.53125    135.23084677 150.55141129 150.25100806 139.43649194]
 [ 70.53830645  69.9375      50.71169355  46.50604839   2.64717742
    2.04637097  42.30040323  43.2016129   42.90120968  42.60080645
   40.7983871   47.70766129  51.61290323  56.41935484  60.02419355
   62.42741935  65.73185484  66.63306452  80.75201613  81.05241935
   67.53427419  68.43548387  77.14717742  76.84677419  81.35282258
   82.85483871  78.0483871   74.44354839  69.9375      51.91330645]]"
335,[[ 31 119  55 351]],"[[125.49747984  82.38457661  68.91179435   9.63155242   2.44606855
   26.09828629   6.33820565  21.30796371  65.61844758 121.9047379
  164.41885081 197.95110887 230.28578629 248.54889113 269.50655242
  289.26663306 296.15272177 296.15272177 288.36844758 271.60231855
  257.83014113 257.83014113 249.44707661 247.95010081 175.49647177
  173.99949597 153.640625   148.85030242 149.14969758 121.30594758
  121.30594758 126.39566532 126.09627016 126.09627016 126.09627016]
 [ 76.43649194  76.13709677  75.53830645  60.86794355  53.68245968
   52.18548387   3.68346774   2.78528226  47.09576613  47.69455645
   47.99395161  47.99395161  48.29334677  48.29334677  48.29334677
   56.07762097  62.06552419  67.15524194  71.94556452  76.7358871
   77.33467742  87.81350806  87.81350806  77.63407258  77.93346774
   84.81955645  83.62197581  83.32258065  87.81350806  86.61592742
   81.52620968  81.22681452  76.13709677  76.13709677  76.13709677]]"
336,[[ 29 118  57 348]],"[[ 18.30846774  63.34475806 158.42137097 204.34072581 230.24395161
  253.49798387 264.3891129  276.45766129 287.9375     291.46975806
  289.99798387 264.68346774 264.3891129  259.38508065 259.97379032
  251.73185484 251.4375     251.4375     206.40120968 205.8125
  176.67137097 160.1875     159.30443548 131.92943548 131.34072581
   68.34879032  31.84879032   4.47379032   4.47379032  20.07459677
    1.82459677  19.4858871   19.4858871 ]
 [  2.52419355  46.08870968  45.20564516  44.91129032  44.91129032
   44.91129032  46.38306452  49.62096774  57.86290323  61.98387097
   66.39919355  69.0483871   72.875       72.875       83.17741935
   83.47177419  70.52016129  70.52016129  70.52016129  80.82258065
   80.23387097  77.58467742  86.12096774  85.8266129   73.16935484
   72.28629032  63.75        58.15725806  53.15322581  49.91532258
    2.22983871   2.22983871   2.22983871]]"
337,[[ 30 134  56 346]],"[[ 23.234375     8.86038306  27.34122984  68.703125    81.61038306
  177.828125   249.11139113 271.40574597 274.33921371 288.71320565
  289.00655242 278.15272177 250.87147177 249.4047379  241.19102823
  240.3109879  227.69707661 226.81703629 193.08215726 192.20211694
  172.25453629 171.96118952 137.05292339 137.34627016 137.34627016
   91.58417339   3.8734879    3.58014113  22.64768145  22.64768145]
 [ 56.22681452   1.66431452   1.66431452  49.77318548  52.11995968
   52.11995968  52.11995968  56.81350806  62.68044355  69.72076613
   77.64112903  83.21471774  85.26814516 102.28225806 101.69556452
   87.90826613  87.90826613  97.58870968  98.46875     95.53528226
   94.94858871 103.45564516 100.81552419  89.375       89.08165323
   86.44153226  66.49395161  58.86693548  55.93346774  55.93346774]]"
338,[[ 26 106  48 344]],"[[127.59324597  97.05493952  17.11643145  17.11643145   7.23639113
   24.00252016   7.83518145  25.49949597  74.0015121  167.41280242
  201.54385081 269.80594758 276.99143145 296.45211694 297.05090726
  280.28477823 267.11139113 267.11139113 257.53074597 257.53074597
  191.36441532 190.16683468 128.19203629 127.29385081 127.29385081]
 [ 72.28679435  69.29284274  51.32913306  46.83820565  45.04183468
   40.85030242   2.22832661   2.52772177  41.44909274  42.94606855
   40.55090726  40.55090726  44.14364919  54.921875    60.01159274
   68.0952621   68.69405242  79.47227823  79.77167339  70.19102823
   70.49042339  78.27469758  78.27469758  72.88558468  72.88558468]]"
339,[[ 31 117  58 353]],"[[270.09274194 180.875      162.6733871  162.6733871  149.84274194
  149.54435484 107.1733871   30.48790323  31.68145161  13.77822581
    3.33467742   2.73790323  48.09274194  78.8266129   94.64112903
  190.4233871  209.81854839 252.18951613 275.76209677 293.66532258
  293.96370968 291.5766129  276.95564516 276.95564516 269.49596774
  270.09274194 270.09274194]
 [ 77.41935484  79.20967742  84.87903226  86.07258065  86.07258065
   79.50806452  78.61290323  60.70967742  49.37096774  12.37096774
   10.58064516   5.50806452   3.12096774  37.73387097  41.61290323
   41.01612903  43.40322581  44.2983871   55.33870968  65.78225806
   71.15322581  73.54032258  76.22580645  85.17741935  85.17741935
   77.71774194  77.41935484]]"
340,[[ 55 119  67 351]],"[[124.75655242  89.41885081  60.11441532  24.48941532  15.58316532
    8.40070565  15.58316532   9.54989919  20.75453629   1.21824597
   12.13558468  61.55090726  70.45715726 130.50252016 124.18195565
  137.39768145 160.95614919 230.76965726 253.75352823 266.68195565
  281.33417339 284.20715726 281.90877016 269.26764113 268.69304435
  256.05191532 256.05191532 184.22731855 183.94002016 159.23235887
  150.90070565 136.53578629 136.53578629 117.57409274 103.49647177
  123.89465726 123.89465726]
 [ 54.54737903  58.56955645  60.00604839  57.99495968  61.15524194
   61.44254032  57.13306452  54.54737903  48.22681452   8.29233871
    3.40826613  37.30947581  36.44758065  26.3921371    5.99395161
    5.99395161  22.08266129  12.31451613   8.86693548  11.45262097
   18.06048387  22.08266129  26.67943548  28.97782258  33.86189516
   35.01108871  32.13810484  46.50302419  58.85685484  62.30443548
   59.14415323  61.72983871  56.84576613  62.59173387  62.59173387
   54.54737903  54.26008065]]"
341,[[ 33 127  54 349]],"[[250.99596774 220.26209677 219.66532258 211.31048387 211.01209677
  143.27822581 143.875      107.47177419  69.5766129   29.89112903
   10.49596774  11.39112903  26.90725806   6.61693548  24.52016129
   26.31048387  70.47177419  88.0766129  173.71370968 236.375
  256.36693548 283.52016129 293.36693548 294.56048387 292.1733871
  258.45564516 257.26209677 249.20564516 250.69758065 250.69758065]
 [ 82.61290323  83.50806452  89.77419355  90.07258065  93.9516129
   92.75806452  84.40322581  82.91129032  74.55645161  62.62096774
   60.53225806  51.87903226  52.17741935   2.34677419   2.0483871
    2.0483871   43.52419355  51.58064516  49.49193548  48.2983871
   48.59677419  57.84677419  63.51612903  67.99193548  72.16935484
   82.01612903  94.5483871   94.5483871   83.20967742  83.20967742]]"
342,[[ 27 105  60 349]],"[[254.39616935 207.3296371  207.3296371  135.41431452 135.41431452
   75.48487903   2.40020161   2.98487903  17.30947581   6.78528226
   22.57157258  56.4828629  162.30947581 240.07157258 260.53528226
  278.95262097 287.72278226 288.01512097 275.15221774 260.24294355
  259.95060484 252.93447581 254.10383065 254.39616935]
 [ 66.31048387  67.47983871  79.1733871   78.58870968  68.64919355
   68.35685484  51.69354839  47.01612903  42.9233871    2.87298387
    2.87298387  41.16935484  40.          40.          39.70766129
   47.89314516  53.73991935  59.87903226  65.14112903  65.14112903
   78.58870968  77.71169355  66.60282258  66.60282258]]"
343,[[ 29 147  54 349]],"[[252.48790323 191.91532258 191.61693548 124.47983871 122.98790323
   73.15725806  15.27016129  13.77822581   8.40725806   1.24596774
   19.44758065   9.89919355  26.90725806  66.89112903  87.77822581
  200.86693548 247.11693548 275.76209677 282.02822581 293.66532258
  293.66532258 256.96370968 256.96370968 251.89112903 251.89112903
  251.89112903]
 [102.37096774 102.96774194 111.32258065 111.02419355 100.58064516
   91.33064516  73.42741935  64.17741935  63.28225806  57.31451613
   57.01612903   2.41129032   2.41129032  51.64516129  60.2983871
   64.47580645  67.75806452  75.81451613  81.48387097  87.15322581
   91.62903226 102.07258065 112.21774194 112.21774194 102.66935484
  102.66935484]]"
344,[[ 36 106  64 355]],"[[132.22379032  91.89717742  21.84072581  20.36895161  23.01814516
    3.59072581  33.02620968  55.39717742  83.65524194 192.8608871
  243.19556452 267.92137097 281.75604839 291.17540323 290.88104839
  273.21975806 272.92540323 264.09475806 263.21169355 255.2641129
  254.96975806 157.53830645 157.53830645 130.75201613 130.75201613
  130.75201613]
 [ 59.84274194  59.25403226  44.83064516  37.17741935  31.87903226
    2.14919355   2.14919355  25.69758065  30.99596774  30.7016129
   30.7016129   30.11290323  39.8266129   46.59677419  53.07258065
   56.31048387  59.5483871   59.5483871   67.79032258  67.79032258
   58.0766129   59.25403226  68.96774194  68.96774194  58.95967742
   58.95967742]]"
345,[[ 20 116  52 345]],"[[257.89818548 209.58971774 209.58971774 138.46068548 138.46068548
   91.33770161  26.72883065  26.43245968   1.83366935  11.61391129
   32.06350806  21.39415323  34.43447581  65.55342742  92.52318548
  186.76915323 241.30141129 273.60584677 283.68245968 292.27721774
  292.27721774 273.90221774 273.01310484 256.71270161 257.00907258
  175.50705645]
 [ 86.34274194  86.93548387  94.34475806  94.34475806  84.56451613
   81.89717742  63.22580645  57.00201613  51.66733871  50.77822581
   51.37096774   4.24798387   4.24798387  42.77620968  52.55645161
   53.74193548  54.92741935  60.26209677  66.78225806  74.48790323
   78.93346774  83.67540323  95.53024194  95.23387097  86.34274194
   69.15322581]]"
346,[[ 33 138  56 353]],"[[135.23084677 100.38407258  40.30342742  38.50100806   0.95060484
   15.6703629   46.61189516  36.69858871  49.31552419  76.65221774
  120.81149194 198.61592742 231.66028226 254.79133065 275.81955645
  291.14012097 296.84778226 295.94657258 277.02116935 276.72076613
  265.30544355 265.30544355 254.49092742 253.58971774 217.24092742
  217.84173387 178.18850806 178.18850806 162.86794355 162.86794355
  137.63407258 137.63407258 134.02923387 134.02923387]
 [ 86.24395161  86.84475806  73.92741935  64.61491935  49.59475806
   47.49193548  55.60282258   4.83467742   3.03225806  33.37298387
   48.09274194  39.68145161  36.37701613  35.47580645  41.78427419
   46.29032258  53.5         58.60685484  68.82056452  74.22782258
   76.33064516  84.74193548  84.74193548  74.52822581  77.83266129
   96.45766129  99.46169355 104.86895161 105.16935484  97.95967742
   90.44959677  86.54435484  86.54435484  86.54435484]]"
347,[[ 26 112  52 353]],"[[164.13407258 151.95665323 151.95665323 137.95262097 137.64818548
  100.20262097  68.84576613  24.09375     25.61592742   5.21875
   19.52721774  39.61995968  21.65826613  36.27116935  69.4546371
   78.8921371  107.50907258 208.88608871 259.11794355 276.47076613
  296.25907258 300.52116935 301.43447581 293.82358871 274.03528226
  271.90423387 261.55342742 261.24899194 221.06350806 220.75907258
  187.88004032 186.3578629  176.31149194 176.9203629  157.74092742
  157.74092742 165.35181452 165.04737903 164.13407258 165.96068548]
 [ 68.65927419  68.35483871  81.75        82.35887097  68.65927419
   71.09475806  68.05040323  59.83064516  56.48185484  52.21975806
   48.87096774  51.6108871    4.72782258   4.11895161  35.78024194
   36.3891129   42.1733871   33.64919355  31.21370968  30.30040323
   40.65120968  45.21774194  51.00201613  54.35080645  56.78629032
   76.87903226  76.87903226  57.69959677  61.0483871   73.22580645
   73.83467742  66.52822581  67.13709677  83.5766129   84.18548387
   78.40120968  77.79233871  68.65927419  67.74596774  66.22379032]]"
348,[[ 31 114  52 344]],"[[137.10534274  83.64465726  17.18800403  16.89264113   0.94304435
   13.9390121   26.34425403  31.07006048  21.91381048  37.27268145
   65.62752016  87.1890121   69.171875    85.12147177 113.47631048
  214.19506048 257.31804435 275.92590726 285.96824597 290.69405242
  291.58014113 284.19606855 261.7484879  261.7484879  255.25050403
  252.296875   214.19506048 213.60433468 190.86139113 179.3422379
  173.13961694 171.66280242 158.37147177 158.07610887 146.26159274
  145.37550403 134.15171371 136.21925403 136.21925403]
 [ 65.24294355  67.01512097  54.01915323  48.11189516  42.5
   40.72782258  45.45362903  44.27217742   3.51209677   2.62600806
   38.66028226  39.54637097  28.91330645  29.50403226  38.66028226
   31.27620968  30.98084677  33.93447581  40.13709677  43.09072581
   48.70262097  55.79133065  59.33568548  73.80846774  73.80846774
   60.5171371   60.8125      74.10383065  74.69455645  65.83366935
   65.83366935  83.26008065  82.37399194  65.53830645  65.53830645
   77.94354839  77.05745968  65.24294355  65.24294355]]"
349,[[ 30 118  55 348]],"[[173.72883065 153.27923387 152.09375    136.08971774 136.08971774
  117.41834677  57.84778226  56.95866935  59.3296371   58.44052419
   44.21471774  56.06955645  45.10383065   1.24092742  47.47479839
   64.96068548  79.18649194  90.74495968 118.30745968 204.25504032
  252.85987903 272.12399194 281.90423387 292.27721774 293.16633065
  277.16229839 274.79133065 263.52923387 263.52923387 254.34173387
  253.45262097 216.10987903 237.74495968 180.24899194 184.39818548
  169.5796371  170.46875    173.43245968 173.43245968 176.69254032]
 [ 72.85887097  72.5625      81.75        81.15725806  67.52419355
   67.52419355  53.00201613  43.81451613  42.92540323  38.77620968
   34.33064516  33.73790323  13.58467742   3.50806452   3.80443548
    1.72983871  16.5483871   28.40322581  34.03427419  28.40322581
   24.25403226  26.32862903  34.62701613  42.33266129  48.26008065
   56.85483871  60.11491935  62.18951613  74.63709677  74.04435484
   60.41129032  64.2641129   69.59879032  72.85887097  86.78830645
   85.89919355  75.82258065  74.93346774  72.26612903  56.85483871]]"
350,[[ 37 127  62 347]],"[[123.46270161  94.05544355  55.13407258  55.71068548  38.98891129
   46.19657258  57.44052419  46.77318548   3.81552419  47.63810484
   71.56754032  89.15423387 120.86794355 196.98084677 235.32560484
  257.81350806 275.11189516 285.20262097 285.49092742 269.34576613
  269.05745968 256.94858871 256.66028226 248.01108871 246.8578629
  222.64012097 241.38004032 209.08971774 191.21471774 182.85383065
  181.98891129 165.84375    165.2671371  150.85181452 148.83366935
  130.6703629  131.53528226 126.92237903 123.17439516 125.48084677]
 [ 73.3891129   64.16330645  53.78427419  43.69354839  37.92741935
   36.4858871   37.35080645  13.42137097   3.61895161   4.77217742
    2.17741935  29.56653226  36.77419355  31.00806452  28.7016129
   29.27822581  39.94556452  49.45967742  54.64919355  63.01008065
   66.75806452  67.04637097  79.73185484  78.00201613  65.31653226
   66.46975806  69.06451613  69.06451613  76.27217742  76.27217742
   89.82258065  89.53427419  77.42540323  77.71370968  84.63306452
   84.05645161  70.21774194  70.21774194  73.10080645  70.79435484]]"
351,[[ 66 147  63 344]],"[[ 21.10987903  22.53125     39.87197581  57.78125     80.80745968
  165.23689516 218.96471774 238.86391129 255.35181452 265.86995968
  282.92641129 251.65625    198.78125    199.34979839 191.10584677
  187.97883065 148.46471774 137.37802419 138.23084677 120.32157258
  120.32157258 106.67641129  93.31552419  79.38608871  80.23891129
   34.75504032  25.65826613  25.65826613   3.20060484  11.72883065
   20.82560484  20.82560484]
 [ 58.27217742  30.41330645  27.00201613  41.21572581  44.05846774
   21.60080645   6.81854839   2.83870968   2.27016129   5.96572581
   12.78830645  17.05241935  32.6875      55.99798387  55.99798387
   35.81451613  55.71370968  69.64314516  77.88709677  80.44556452
   75.32862903  73.90725806  77.60282258  76.46572581  69.07459677
   70.21169355  77.03427419  71.63306452  70.78024194  61.11491935
   58.27217742  58.27217742]]"
352,[[ 34 142  61 350]],"[[ 13.50907258  35.1421371   73.14616935  92.7328629  133.36794355
  159.09375    194.75907258 215.51512097 238.60987903 285.96875
  286.26108871 210.5453629  203.23689516 191.83568548 191.54334677
  178.97278226 178.68044355 131.61391129 131.61391129  88.34778226
   89.80947581  57.06754032  57.06754032   3.27721774  11.1703629
    3.27721774   2.69254032  18.77116935  29.88004032  14.38608871
   14.38608871]
 [  3.84072581   2.37903226  44.47580645  50.61491935  51.19959677
   42.13709677  39.21370968  39.7983871   52.0766129   67.57056452
   70.49395161  76.92540323  85.1108871   86.28024194 106.74395161
  106.74395161  91.54233871  91.54233871 106.74395161 104.11290323
   96.21975806  93.58870968  82.1875      80.72580645  71.07862903
   70.78629032  62.30846774  44.18346774  43.59879032   3.84072581
    3.84072581]]"
353,[[ 36 142  57 348]],"[[129.57459677 109.2641129   90.71975806  89.54233871  68.05443548
   65.40524194  16.24798387  16.24798387   3.29637097  30.37701613
   17.42540323  43.03427419  87.77620968 159.59879032 191.68346774
  217.58669355 237.30846774 257.91330645 290.58669355 291.17540323
  282.93346774 265.27217742 261.44556452 257.32459677 246.1391129
  246.1391129  253.20362903 251.4375     194.03830645 191.3891129
  169.60685484 168.72379032 153.12298387 152.53427419 126.92540323
  128.39717742 138.69959677]
 [ 91.97177419  92.56048387  85.49596774  80.19758065  79.31451613
   86.08467742  71.66129032  66.06854839  64.59677419  47.22983871
    3.0766129    3.0766129   43.99193548  37.51612903  35.16129032
   40.16532258  47.52419355  60.47580645  70.77822581  79.02016129
   84.31854839  84.61290323  97.27016129 104.62903226 103.74596774
   94.3266129   93.44354839  82.25806452  81.66935484  93.73790323
   93.44354839  99.03629032  99.03629032 106.10080645 106.10080645
   91.38306452  64.89112903]]"
354,[[ 48 136  60 355]],"[[ 92.25403226  31.68145161  26.31048387   3.63306452  26.60887097
   18.25403226  32.27822581  68.38306452 145.36693548 206.23790323
  223.54435484 240.25403226 268.00403226 294.56048387 293.36693548
  210.11693548 210.71370968 195.19758065 190.4233871  137.60887097
  137.31048387 121.49596774 119.70564516 102.69758065 100.60887097
   92.85080645  92.55241935  92.25403226]
 [ 62.30645161  65.88709677  54.5483871   55.14516129  39.33064516
    2.33064516   2.03225806  30.08064516  27.99193548  24.41129032
   17.5483871   18.44354839  32.46774194  42.01612903  46.19354839
   55.74193548  87.07258065  87.66935484  70.06451613  70.95967742
   86.77419355  84.68548387  64.09677419  63.7983871   82.2983871
   81.7016129   63.2016129   63.2016129 ]]"
355,[[ 33 116  53 350]],"[[ 24.68245968  27.38608871  32.19254032  41.80544355  48.71471774
   60.13004032  73.64818548 116.60584677  83.56149194  99.4828629
  153.55544355 171.5796371  183.2953629  185.09778226 189.90423387
  189.00302419 207.02721774 237.96875    249.68447581 263.50302419
  286.33366935 293.24294355 296.84778226 296.84778226 279.72479839
  261.09979839 260.79939516 161.66633065 161.66633065 118.70866935
   76.95262097  76.35181452  42.10584677  34.89616935  16.87197581
   19.87600806   2.15221774  12.66633065  24.68245968  24.68245968]
 [ 62.62701613  23.27419355  18.46774194  17.26612903  21.77217742
   43.40120968  48.50806452  39.19556452   7.05241935   0.74395161
   27.47983871  21.77217742  23.57459677  10.95766129  14.26209677
   26.27822581  23.875       18.46774194  16.66532258  16.96572581
   24.17540323  27.78024194  32.58669355  38.29435484  47.90725806
   53.91532258  68.03427419  74.64314516  71.33870968  77.04637097
   78.5483871   81.85282258  81.85282258  76.14516129  76.74596774
   72.54032258  65.33064516  62.02620968  62.92741935  62.92741935]]"
356,[[ 28 102  53 341]],"[[153.30292339 102.90272177  40.26663306  37.64465726  28.9047379
    6.18094758  12.29889113   1.51965726  16.96018145  21.03881048
   28.32207661  39.68397177  45.80191532  54.25050403  63.57308468
  116.88659274 102.61139113 123.29586694 154.75957661 185.34929435
  184.18397177 188.55393145 188.55393145 230.796875   249.73336694
  268.66985887 283.23639113 287.89768145 288.48034274 284.40171371
  282.94506048 250.31602823 250.31602823 235.16683468 235.16683468
  197.29385081 186.80594758 180.10534274 148.93296371 152.7202621
  152.7202621 ]
 [ 66.55040323  66.55040323  61.01512097  63.92842742  57.81048387
   55.47983871  52.8578629   47.32258065  45.86592742   7.99294355
    1.58366935   2.16633065  10.61491935  27.80342742  33.92137097
   33.33870968  14.1108871   12.07157258  31.88205645  31.00806452
   20.52016129  21.68548387  31.88205645  28.67741935  29.26008065
   34.50403226  40.62197581  45.28326613  50.81854839  54.31451613
   65.09375     64.80241935  63.05443548  63.05443548  72.08568548
   72.95967742  71.79435484  67.42439516  69.46370968  65.67641129
   65.67641129]]"
357,[[ 37 140  74 356]],"[[122.45816532  89.36542339  12.05393145  11.19808468   3.49546371
   21.75352823   1.78377016  16.33316532  78.52469758 167.5327621
  190.92590726 216.03074597 250.26461694 262.24647177 280.50453629
  281.93094758 267.95211694 246.55594758 246.27066532 239.13860887
  238.56804435 157.83316532 155.265625   155.55090726 124.16985887
  125.02570565 122.17288306 122.74344758]
 [ 92.43951613  90.44254032  68.19052419  63.05544355  57.9203629
   57.34979839   2.29032258   2.00504032  57.06451613  58.20564516
   57.34979839  55.35282258  56.77923387  63.91129032  74.46673387
   79.60181452  86.73387097  92.15423387 103.56552419 103.56552419
   92.72479839  94.43649194  94.43649194 100.42741935 100.42741935
   92.43951613  92.43951613  91.2983871 ]]"
358,[[ 33 127  49 346]],"[[149.04939516 100.38407258   6.3578629    6.3578629    2.15221774
   23.78125     23.78125     14.76915323  31.59173387  65.53729839
   74.84979839 130.12399194 176.38608871 235.26512097 255.69254032
  269.51108871 289.63810484 295.64616935 297.74899194 282.72883065
  260.49899194 260.49899194 249.68447581 249.38407258 216.94052419
  216.03931452 148.14818548 148.14818548 148.14818548]
 [ 84.34879032  80.44354839  56.71169355  54.00806452  52.20564516
   48.90120968  43.79435484   1.13709677   1.4375      43.19354839
   47.09879032  47.69959677  50.70362903  51.60483871  52.20564516
   55.20967742  66.32459677  71.13104839  75.63709677  86.4516129
   85.55040323  93.66129032  93.66129032  84.94959677  84.34879032
   93.66129032  93.06048387  84.64919355  84.64919355]]"
359,[[ 31 112  57 344]],"[[123.4516129   86.87096774  13.41935484  13.41935484   1.80645161
   20.38709677   7.90322581  23.87096774  74.09677419 142.32258065
  254.67741935 263.96774194 268.03225806 276.74193548 284.29032258
  287.48387097 287.48387097 274.12903226 261.06451613 204.4516129
  198.06451613 196.90322581 136.51612903 136.51612903 122.87096774
  122.87096774]
 [ 74.88709677  69.37096774  49.0483871   45.27419355  41.5
   40.0483871    1.72580645   2.30645161  43.82258065  46.14516129
   52.53225806  52.24193548  51.9516129   61.53225806  61.53225806
   65.30645161  70.82258065  76.0483871   79.53225806  79.24193548
   79.24193548  80.98387097  80.69354839  77.5         74.59677419
   74.59677419]]"
360,[[ 35 143  53 351]],"[[ 30.1890121   11.80292339  27.77772177  89.265625   178.78477823
  213.44707661 245.0952621  262.87852823 272.22227823 295.12953629
  295.12953629 278.85332661 260.76864919 260.76864919 199.58215726
  199.58215726 173.359375   165.82409274 165.52268145 132.66885081
  132.66885081  96.19808468  22.05090726  21.44808468   5.77469758
   22.65372984  24.76360887  29.28477823  30.49042339]
 [ 59.82258065   3.76008065   4.36290323  60.12399194  63.43951613
   60.42540323  60.42540323  61.63104839  67.65927419  81.22278226
   86.94959677  97.49899194  98.10181452 107.44556452 105.93850806
  102.32157258 102.02016129 102.32157258 105.33568548 104.7328629
   99.91028226  93.27923387  71.87903226  67.65927419  61.63104839
   61.93245968  59.52116935  58.91834677  58.91834677]]"
361,[[ 34 121  61 359]],"[[ 16.02268145  12.70715726  30.1890121   46.76663306  73.89364919
   98.609375   153.46622984 190.53981855 217.36542339 241.17691532
  256.54889113 263.7827621  275.83921371 278.25050403 290.00554435
  295.43094758 296.93800403 279.75756048 263.17993952 261.67288306
  245.39667339 245.39667339 203.19909274 203.80191532 183.30594758
  183.30594758 171.24949597 171.24949597 141.40977823 141.10836694
  126.640625   123.32510081  71.78377016  22.35231855   3.66481855
   16.02268145  16.02268145]
 [ 55.65221774   2.60383065   3.20665323  28.52520161  39.97883065
   41.18447581  41.78729839  41.4858871   41.78729839  41.78729839
   41.78729839  41.78729839  45.10282258  49.92540323  56.25504032
   59.87197581  65.29737903  72.22983871  73.73689516  83.38205645
   83.38205645  74.64112903  74.03830645  79.16229839  79.16229839
   83.98487903  83.98487903  76.44959677  77.35383065  84.8891129
   85.79334677  74.64112903  73.43548387  65.29737903  63.1875
   55.04939516  55.04939516]]"
362,[[ 33 120  58 342]],"[[144.00554435  83.09828629  34.83215726   1.79284274   1.50554435
   18.74344758   6.96421371  25.35131048  60.6890121   69.02066532
  143.14364919 176.4702621  205.48739919 245.421875   258.06300403
  270.99143145 278.7484879  284.49445565 284.78175403 283.3452621
  272.71522177 249.73135081 250.88054435 242.83618952 240.82510081
  206.06199597 204.91280242 164.11643145 163.82913306 157.50856855
  157.22127016 143.71824597 144.00554435 144.00554435]
 [ 76.53377016  74.52268145  62.45614919  55.27368952  50.96421371
   46.6547379    2.98538306   3.27268145  41.19606855  42.91985887
   44.06905242  42.05796371  41.19606855  40.62147177  42.3452621
   48.37852823  52.97530242  56.99747984  60.73235887  63.03074597
   67.34022177  69.35131048  84.29082661  84.29082661  71.36239919
   70.78780242  82.85433468  81.13054435  77.68296371  77.68296371
   87.45110887  86.58921371  77.10836694  77.10836694]]"
363,[[ 29 134  64 350]],"[[115.50252016  79.62752016  77.02368952  48.38155242  44.62046371
   10.19203629   8.16683468  14.53175403   1.51260081  18.29284274
   64.00453629 153.11340726 191.30292339 222.83820565 247.42993952
  259.58114919 267.39264113 281.56905242 286.19808468 286.19808468
  282.14768145 271.73235887 259.87046371 259.00252016 258.42389113
  248.00856855 246.85131048 181.17691532 181.17691532 123.02469758
  123.02469758 115.50252016 115.50252016 115.50252016]
 [ 90.53225806  87.06048387  95.16129032  89.95362903  80.40625
   63.04737903  56.97177419  50.89616935   2.86995968   2.86995968
   52.05342742  54.36794355  54.07862903  50.02822581  50.31754032
   50.89616935  56.68245968  68.83366935  72.01612903  78.09173387
   80.40625     88.79637097  89.375      100.65826613 103.26209677
  103.55141129  91.68951613  92.26814516 101.81552419 101.52620968
   95.73991935  95.73991935  91.40020161  90.24294355]]"
364,[[ 31 109  66 345]],"[[245.35887097 189.75403226 189.75403226 151.08467742 120.60080645
  120.88306452  75.15725806   3.46370968  14.18951613   2.33467742
   17.01209677  46.08467742  58.50403226 119.47177419 140.9233871
  169.14919355 184.95564516 195.11693548 209.51209677 224.47177419
  235.47983871 248.46370968 261.16532258 274.71370968 279.22983871
  279.79435484 276.40725806 264.27016129 253.26209677 253.26209677
  246.20564516 245.64112903 245.9233871 ]
 [ 70.48387097  69.91935484  74.71774194  74.71774194  75.28225806
   68.50806452  66.25        42.54032258  38.02419355   3.87096774
    3.87096774  33.79032258  38.87096774  41.12903226  40.84677419
   41.41129032  41.97580645  41.97580645  42.54032258  42.54032258
   42.82258065  43.66935484  47.05645161  53.26612903  56.37096774
   60.32258065  63.14516129  66.53225806  67.66129032  75.84677419
   75.84677419  70.2016129   69.07258065]]"
365,[[ 32 146  54 352]],"[[111.87147177  67.26260081   5.77469758   5.47328629  20.24243952
    0.95211694  17.83114919  58.2202621   70.27671371 120.91381048
  157.98739919 200.18497984 252.63054435 268.00252016 287.29284274
  296.63659274 298.14364919 298.14364919 271.92086694 241.7797379
  186.62147177 188.73135081 164.61844758 163.71421371 156.48034274
  155.57610887 113.37852823 114.58417339 111.26864919 111.26864919]
 [ 96.58064516  92.3608871   67.64516129  62.82258065  60.10987903
    2.54032258   2.23891129  52.57459677  59.20564516  58.90423387
   58.60282258  57.69858871  56.79435484  57.09576613  63.42540323
   71.56350806  76.08467742  81.51008065  89.34677419  99.29334677
   98.99193548 111.34979839 112.85685484  99.59475806  99.59475806
  112.25403226 111.65120968  96.27923387  96.27923387  95.97782258]]"
